,start,end
incipient,2008-02-01 10:00:00,2008-02-01 13:00:00
intensification,2008-02-01 14:00:00,2008-02-01 22:00:00
mature,2008-02-01 23:00:00,2008-02-02 01:00:00
decay,2008-02-02 02:00:00,2008-02-02 10:00:00
