,start,end
incipient,1989-04-04 15:00:00,1989-04-05 07:00:00
intensification,1989-04-05 08:00:00,1989-04-06 13:00:00
mature,1989-04-06 14:00:00,1989-04-06 21:00:00
decay,1989-04-06 22:00:00,1989-04-07 11:00:00
