,start,end
incipient,1981-07-14 21:00:00,1981-07-14 23:00:00
intensification,1981-07-15 00:00:00,1981-07-15 06:00:00
mature,1981-07-15 07:00:00,1981-07-15 09:00:00
decay,1981-07-15 10:00:00,1981-07-16 01:00:00
