,start,end
intensification,1989-10-22 00:00:00,1989-10-22 20:00:00
mature,1989-10-22 09:00:00,1989-10-23 05:00:00
decay,1989-10-22 18:00:00,1989-10-24 07:00:00
incipient,1989-10-23 20:00:00,1989-10-24 15:00:00
