,Ck,Ca,Ke,Ge
incipient,-6.312781140290318,0.057813198330611715,174686.8868737707,0.6943617793934324
intensification,-11.64947591072529,2.102230671036129,553784.6728209743,1.6985390883376925
mature,-7.0471952438285985,0.9190812542935696,353415.9856646404,-1.4445320279590574
decay,-4.339973014970262,0.20050234405878542,171571.73636103253,-1.0906233833536945
residual,-1.3923037043835187,0.7011815407006734,161954.4676393581,-0.7806041304256593
