,Ck,Ca,Ke,Ge
intensification,-5.594445323733537,4.088035301751659,626626.0683593599,-5.314697426982718
mature,-13.092137281105707,1.8888767792509973,504191.42063406395,-3.789267516350593
decay,-8.928932329272506,2.0066318100500338,428128.1198358103,-0.44480967674221505
intensification 2,-7.09319084410503,3.5788402154182553,347036.56436090835,5.452930235087001
mature 2,0.015571173197359123,1.4082097288994042,633516.1920656225,5.883982305414601
decay 2,-2.0771746024868785,0.3064398175291647,560093.7500487587,1.7765351802851232
