,Ck,Ca,Ke,Ge
intensification,-5.954540965555483,0.2367986534580916,326570.742158866,1.1349350141256742
mature,-8.85398455636707,0.76248596937261,667303.1108226964,6.796189306854814
decay,-7.273969577070463,0.2855947877656482,374406.9817410538,0.09900237249037902
residual,-2.668729670453323,0.14502191579845555,65659.70818590379,0.6892880095335945
