,start,end
incipient,1992-10-29 22:00:00,1992-10-30 03:00:00
intensification,1992-10-30 04:00:00,1992-10-30 23:00:00
mature,1992-10-31 00:00:00,1992-10-31 04:00:00
decay,1992-10-31 05:00:00,1992-10-31 14:00:00
intensification 2,1992-10-31 15:00:00,1992-11-01 01:00:00
mature 2,1992-11-01 02:00:00,1992-11-01 05:00:00
decay 2,1992-11-01 06:00:00,1992-11-01 21:00:00
