,start,end
incipient,2019-06-04 10:00:00,2019-06-04 18:00:00
intensification,2019-06-04 19:00:00,2019-06-06 11:00:00
mature,2019-06-06 12:00:00,2019-06-07 08:00:00
decay,2019-06-07 09:00:00,2019-06-11 08:00:00
intensification 2,2019-06-11 09:00:00,2019-06-13 17:00:00
mature 2,2019-06-13 18:00:00,2019-06-14 09:00:00
decay 2,2019-06-14 10:00:00,2019-06-16 16:00:00
