,start,end
incipient,1989-07-30 13:00:00,1989-07-30 22:00:00
intensification,1989-07-30 23:00:00,1989-08-01 11:00:00
mature,1989-08-01 12:00:00,1989-08-02 00:00:00
decay,1989-08-02 01:00:00,1989-08-03 22:00:00
intensification 2,1989-08-03 23:00:00,1989-08-05 11:00:00
mature 2,1989-08-05 12:00:00,1989-08-05 23:00:00
decay 2,1989-08-06 00:00:00,1989-08-07 20:00:00
