,start,end
incipient,2017-09-05 10:00:00,2017-09-05 17:00:00
decay,2017-09-05 18:00:00,2017-09-07 07:00:00
intensification,2017-09-07 08:00:00,2017-09-10 00:00:00
mature,2017-09-10 01:00:00,2017-09-10 18:00:00
decay 2,2017-09-10 19:00:00,2017-09-13 09:00:00
