,start,end
decay,1983-11-07 22:00:00,1983-11-08 05:00:00
intensification,1983-11-08 06:00:00,1983-11-08 20:00:00
mature,1983-11-08 21:00:00,1983-11-09 01:00:00
decay 2,1983-11-09 02:00:00,1983-11-09 15:00:00
