,start,end
intensification,1994-07-14 06:00:00,1994-07-15 00:00:00
incipient,1994-07-14 18:00:00,1994-07-15 14:00:00
intensification 2,1994-07-15 03:00:00,1994-07-16 03:00:00
decay,1994-07-15 21:00:00,1994-07-16 17:00:00
