,start,end
intensification,2007-06-14 06:00:00,2007-06-15 12:00:00
mature,2007-06-15 01:00:00,2007-06-15 23:00:00
incipient,2007-06-15 12:00:00,2007-06-17 06:00:00
intensification 3,2007-06-16 19:00:00,2007-06-18 20:00:00
mature 3,2007-06-18 09:00:00,2007-06-19 11:00:00
decay,2007-06-19 00:00:00,2007-06-21 18:00:00
