,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RGe,RKz,RKe
incipient,226561.5329299098,99009.88830476567,4456140.564807643,607337.322144431,17.80245443222226,-1.3225657749190753,-35.613391611657384,21.26437562569085,1.7087034906903635,4.807293602033836,-98.38271372262197,-12.513403421482751,244.00650387426705,21.9251751559948,1743.5841790083525,2281.8902625908513,1.008713874884144,5.0976954511222345,-34.341962638908356,32.38418061052018,15.779899041496966,22.877343249698324,-81.85168826314876,11.980183205345302
intensification,165940.8371572445,52221.971777659455,2285005.9905347847,227454.81680026595,1.1308050696158445,-0.2485494198363733,-5.098467351942922,-0.40768544067428697,2.0762857016443763,-1.0070022549565183,-31.505050398336483,-1.0701335497320343,59.69369739118988,-2.0666145006406778,-407.77034025920386,-41.868636663807195,1.9240014723268843,0.288886338259811,5.495621913706197,-0.16977074807289133,0.7299714204619794,1.1367525723784158,-40.96833459436975,3.7904191096094926
mature,368471.7407762998,131510.08511248304,2483650.476298414,324502.2499423887,2.2233053557139377,-0.8343252797086346,-10.478343316518322,1.272757794343817,0.10704051789757403,-2.723901875143638,-47.7717301722751,-5.143747483261157,124.22773305550425,-2.9887955191990856,196.51891400275696,166.22045255771087,-0.19647599679984243,0.26800632946212893,-0.7084550155121381,0.22587515087277635,1.0854635613078867,5.098991278658219,-55.31831311756735,6.381478476728202
decay,186369.9788234967,81102.6569504745,2599927.4090176616,196488.3016831815,-1.7029791569059642,-0.09116281886881568,-2.182312544498413,0.7532777230943936,-3.5191822446117165,-2.4627506750440067,-21.229854436040306,-3.172326684606265,68.53731015686363,-4.4648986104232415,-80.36410659522036,70.88777062114399,-0.9734781941553418,-1.494114850155056,2.3530822275198644,-3.0259499513497237,0.7515620746815938,1.8130763668521592,-27.468228364964542,2.789213534336266
intensification 2,259709.2082093802,378770.47434253216,4264997.625463493,1214956.5383297568,-0.18706774134891435,-2.347122106961095,-9.574148414875898,26.377633955788994,1.8422986336510494,10.093138350425283,-57.49578766368883,18.246578539861783,203.34817137917747,9.484676439584765,-156.9328059301711,2846.642586858993,2.065274535385851,1.2268329781373706,-5.916005023128481,6.716892465064234,-2.311213946575207,19.858450690462185,-61.34099879678512,47.481468445462454
mature 2,246978.0159855456,147832.46033490638,3430301.745913835,680826.0491431187,1.4780496294342012,0.540131736603256,14.708271130447473,3.241371070561603,-1.9814641118365615,2.1518408509414506,-15.992514525509309,10.954880595436503,76.84723390799137,5.834959264309555,148.43654579008714,370.13550255103405,-0.48366846751076215,-2.6285066097561978,-10.389173092379158,-6.142636008434579,3.5159770103632573,-2.0791081267393006,10.582979326751536,5.630616543985202
decay 2,96165.06332258461,36050.35417907377,2095523.9851143928,216908.08954832703,0.7932310459198479,-0.269932757037625,-4.59133538242965,0.16241905301905915,0.9333354494801446,-0.3904898356223839,-16.559930389154115,-1.6638572685715292,78.82623282178294,-1.43183918696678,164.68153611272027,16.466197253000214,-0.6550811555207865,0.24575371648585095,-5.903093933058654,0.2154845186065563,-1.065118316118708,1.0685953621649191,-14.454940792605267,2.8744126482706216
