,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RGe,RKz,RKe
intensification,628102.8252705653,269881.05072999647,3426731.791875854,1036365.4273477738,-2.2741564983293783,2.5043469231564233,-11.66468875755517,16.914070158425442,4.84816109109481,0.11492587629967738,20.30572938682097,1.6837886936754993,14.599501416283628,4.178537706817952,-1.596187327575265,12.737069839072014,-5.665080441820414,-0.8767967681348907,-8.391532313003223,5.514635382759014,-10.283051108088179,13.41800059083445,14.75841644393965,24.74791222689711
mature,183953.65043633818,134101.18191444437,2392674.756275928,1194663.6482383122,-0.5309837339904846,1.7162829874484549,-31.00932784462548,1.833535904420199,2.3236429905876776,-1.8878648395551982,-7.501548287040496,-22.53825843751131,71.2214623874022,36.06494266469527,-0.338657455199751,-0.5423710379501444,-0.35665418459455656,-0.410533999638431,-7.325623350991194,-3.5364513855857442,-1.4949979217242635,1.594583756888512,-31.716236514665272,13.841056697120116
decay,231369.54214036043,123859.50122685013,2601373.34636537,489393.00440211623,-3.738602123715416,0.8154295809288533,-10.361219160957415,1.521369088010486,-1.1771858031130835,2.197507737619976,-9.908800305806396,-6.418566826754803,79.91295728984878,73.84909146773083,-1.004996978387357,-0.1343590133354111,0.751144845501511,-0.009590671305746312,3.8036670644826116,-2.8049265848815086,-0.9948418941719662,-1.5011589018440912,-27.812288654961854,8.268948007094602
intensification 2,440108.55839631363,84778.04563868017,3264791.1689031282,201924.55656740232,1.3263985264216802,0.1539496989616618,-1.7982955407902947,0.48072906054584735,1.0672535617369787,1.2960560072317089,-10.8051980110051,-0.8203915209387066,140.6864808155067,123.02132677672368,-0.12915737509915254,-0.2620655527842074,-0.13968619216237266,-0.1594206184149491,-3.812343979242548,0.19348308678875895,0.27340847148399056,-1.1286972640624724,-7.464751046131172,1.265149993608677
mature 2,326318.481502638,114540.7874682515,2141895.8826619494,353345.1220852806,0.3062575516151514,0.15717309247639688,-2.8446015874732358,0.8342757360296784,1.7686242511470582,2.0133861103131006,-34.34674352896621,0.17086763730804133,216.71550343064067,207.78588789602222,0.18934976406211662,-0.7042164293564176,2.6217800740526527,0.3846190351414154,0.47628519334297376,1.2227721606902247,1.3165864669971432,-0.9516644316184039,-37.36137275816729,2.6269728001207304
decay 2,706855.8494800496,102303.85979548295,3544802.0797102978,229311.069893597,-1.312674523326635,-0.004931782071837147,-0.7969086348160302,0.869796108731146,1.2733360773946292,1.2013048523106646,-6.185526145697316,-2.4490033813163703,163.62976223476338,170.93917791979882,-1.4659941292990375,0.273953668548597,2.0969828877947823,-0.27298703309975686,11.286909890143429,-1.593888694466566,-0.49395949499831887,-0.5995639946074386,-19.58201919398341,0.8115900566973727
