Type of System,Total Count,Percentage
"incipient, decay, intensification, mature, decay 2, residual",38,0.6512425021422451
"incipient, intensification, mature, decay",3376,57.85775492716366
"incipient, intensification, mature, decay, residual",454,7.780634104541559
"intensification, mature, decay, intensification 2, mature 2, decay 2",304,5.209940017137961
"intensification, mature, decay, residual",111,1.9023136246786632
"intensification, mature, decay",286,4.901456726649529
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",354,6.066838046272494
"decay, intensification, mature, decay 2",190,3.2562125107112254
"intensification, residual",29,0.49700085689802914
"incipient, decay, intensification",15,0.2570694087403599
decay,86,1.4738646101113968
"incipient, decay, intensification, mature, decay 2",311,5.329905741216795
intensification,82,1.405312767780634
"decay, intensification",50,0.8568980291345331
"incipient, decay",47,0.8054841473864611
"incipient, intensification, decay, intensification 2, mature, decay 2",14,0.23993144815766923
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",12,0.2056555269922879
"decay, intensification, mature, decay 2, residual",21,0.35989717223650386
"incipient, intensification",4,0.06855184233076264
"decay, intensification, mature, decay 2, intensification 2, mature 2",4,0.06855184233076264
"incipient, decay, residual",2,0.03427592116538132
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",4,0.06855184233076264
"decay, intensification, residual",10,0.17137960582690662
"intensification, incipient, decay",5,0.08568980291345331
"decay, residual",3,0.051413881748071974
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",4,0.06855184233076264
"incipient, decay, intensification, residual",10,0.17137960582690662
"decay, intensification, residual, intensification 2",2,0.03427592116538132
"decay, intensification, decay 2",2,0.03427592116538132
"intensification, incipient, decay, residual",1,0.01713796058269066
"incipient, intensification, incipient 2, decay, intensification 2, mature, decay 2",1,0.01713796058269066
"incipient, intensification, residual",1,0.01713796058269066
"incipient, decay, intensification, decay 2",1,0.01713796058269066
"decay, intensification, decay 2, intensification 2",1,0.01713796058269066
