,track_id,date,lon vor,lat vor,vor42,Genesis Season,Genesis Region,Distance (m),Speed (m/s),phase
0,19850161,1985-03-01 00:00:00,-120.77249,-55.32285,5.57512,MAM,SAt,,,intensification
1,19850161,1985-03-01 01:00:00,-120.26532,-55.16804,5.57033,MAM,SAt,36467.04453444691,10.12973459290192,incipient
2,19850161,1985-03-01 02:00:00,-119.70509,-55.0148,5.58001,MAM,SAt,39512.168916391754,10.975602476775487,incipient
3,19850161,1985-03-01 03:00:00,-119.01401,-54.83208,5.57683,MAM,SAt,48609.825877209536,13.502729410335983,incipient
4,19850161,1985-03-01 04:00:00,-118.27702,-54.57635,5.58373,MAM,SAt,55232.30501652335,15.342306949034263,incipient
5,19850161,1985-03-01 05:00:00,-117.56692,-54.28077,5.59841,MAM,SAt,56479.73098018097,15.68881416116138,intensification
6,19850161,1985-03-01 06:00:00,-116.67365,-53.99813,5.5802,MAM,SAt,66131.72109713404,18.36992252698168,intensification
7,19850161,1985-03-01 07:00:00,-115.78091,-53.69063,5.62514,MAM,SAt,67816.25468893877,18.837848524705215,intensification
8,19850161,1985-03-01 08:00:00,-114.88345,-53.43728,5.70376,MAM,SAt,65623.38629991014,18.228718416641705,intensification
9,19850161,1985-03-01 09:00:00,-114.08556,-53.28738,5.79063,MAM,SAt,55506.16334392818,15.418378706646717,intensification
10,19850161,1985-03-01 10:00:00,-112.73982,-52.90354,6.70593,MAM,SAt,99475.52809397914,27.632091137216428,intensification
11,19850161,1985-03-01 11:00:00,-111.88811,-53.03464,6.77568,MAM,SAt,58869.324914513665,16.352590254031572,intensification
12,19850161,1985-03-01 12:00:00,-111.17853,-53.25513,6.81242,MAM,SAt,53298.252164986945,14.805070045829707,intensification
13,19850161,1985-03-01 13:00:00,-110.51645,-53.48084,6.81721,MAM,SAt,50591.14072869348,14.0530946468593,intensification
14,19850161,1985-03-01 14:00:00,-109.86464,-53.6991,6.88726,MAM,SAt,49393.36208746403,13.720378357628897,incipient
15,19850161,1985-03-01 15:00:00,-109.15549,-53.95935,7.04622,MAM,SAt,54802.26316008002,15.222850877800006,incipient
16,19850161,1985-03-01 16:00:00,-108.46245,-54.2463,7.28854,MAM,SAt,55314.21315583839,15.365059209955108,incipient
17,19850161,1985-03-01 17:00:00,-107.88319,-54.46729,7.41224,MAM,SAt,44862.60294828804,12.461834152302233,incipient
18,19850161,1985-03-01 18:00:00,-107.27043,-54.71642,7.63679,MAM,SAt,48227.24835179272,13.396457875497978,incipient
19,19850161,1985-03-01 19:00:00,-106.7301,-54.92909,7.78246,MAM,SAt,41920.350327014734,11.644541757504093,incipient
20,19850161,1985-03-01 20:00:00,-106.17873,-55.15542,7.97962,MAM,SAt,43213.14187679303,12.003650521331398,incipient
21,19850161,1985-03-01 21:00:00,-105.71814,-55.33376,8.08622,MAM,SAt,35294.200915495356,9.80394469874871,incipient
22,19850161,1985-03-01 22:00:00,-106.26607,-55.27646,8.45412,MAM,SAt,35260.428794131316,9.794563553925366,decay
23,19850161,1985-03-01 23:00:00,-105.98381,-55.55444,8.61044,MAM,SAt,35676.460131844564,9.910127814401267,decay
24,19850161,1985-03-02 00:00:00,-105.69475,-55.80581,8.75285,MAM,SAt,33311.714051146635,9.253253903096288,decay
25,19850161,1985-03-02 01:00:00,-105.52162,-56.03953,8.93008,MAM,SAt,28138.120673022277,7.816144631395077,decay
26,19850161,1985-03-02 02:00:00,-105.41794,-56.24681,9.14049,MAM,SAt,23926.70084093138,6.646305789147605,decay
27,19850161,1985-03-02 03:00:00,-105.3287,-56.45774,9.30897,MAM,SAt,24090.205158786976,6.691723655218604,decay
28,19850161,1985-03-02 04:00:00,-105.12015,-56.63054,9.48261,MAM,SAt,23078.917957210022,6.4108105436694505,decay
29,19850161,1985-03-02 05:00:00,-105.00818,-56.71209,9.60969,MAM,SAt,11358.903806078964,3.1552510572441568,decay
30,19850161,1985-03-02 06:00:00,-104.76218,-56.78526,9.67774,MAM,SAt,17063.190378869393,4.739775105241498,decay
31,19850161,1985-03-02 07:00:00,-104.29109,-56.95314,9.93643,MAM,SAt,34178.078757849864,9.493910766069407,decay
32,19850161,1985-03-02 08:00:00,-104.06064,-56.95408,9.96174,MAM,SAt,13974.104609206532,3.881695724779592,intensification
33,19850161,1985-03-02 09:00:00,-103.64923,-57.06201,10.09107,MAM,SAt,27650.316802832956,7.6806435563424875,intensification
34,19850161,1985-03-02 10:00:00,-103.26837,-57.14143,11.13145,MAM,SAt,24639.18713560611,6.844218648779475,intensification
35,19850161,1985-03-02 11:00:00,-102.95648,-57.20823,11.13083,MAM,SAt,20213.764624121246,5.614934617811457,intensification
36,19850161,1985-03-02 12:00:00,-102.67389,-57.26921,11.08551,MAM,SAt,18306.124885666726,5.0850346904629795,intensification
37,19850161,1985-03-02 13:00:00,-102.27167,-57.35836,11.04707,MAM,SAt,26108.22616294124,7.252285045261456,intensification
38,19850161,1985-03-02 14:00:00,-101.83255,-57.43679,11.05289,MAM,SAt,27716.56101606479,7.699044726684663,intensification
39,19850161,1985-03-02 15:00:00,-101.36539,-57.5164,11.09707,MAM,SAt,29297.67485403957,8.138243015010993,intensification
40,19850161,1985-03-02 16:00:00,-101.06265,-57.54319,11.01894,MAM,SAt,18316.30615976544,5.087862822157067,intensification
41,19850161,1985-03-02 17:00:00,-100.52814,-57.65265,11.09165,MAM,SAt,34095.020107278906,9.470838918688585,intensification
42,19850161,1985-03-02 18:00:00,-100.13281,-57.75598,11.04328,MAM,SAt,26146.429799509464,7.262897166530407,intensification
43,19850161,1985-03-02 19:00:00,-99.71634,-57.87574,11.01519,MAM,SAt,28031.40540777104,7.786501502158622,intensification
44,19850161,1985-03-02 20:00:00,-99.30124,-58.00734,10.91874,MAM,SAt,28536.84700450587,7.926901945696075,intensification
45,19850161,1985-03-02 21:00:00,-98.89157,-58.12279,10.88206,MAM,SAt,27301.996753936106,7.5838879872044735,intensification
46,19850161,1985-03-02 22:00:00,-98.82379,-58.03701,11.229,MAM,SAt,10337.28577631833,2.871468271199536,intensification
47,19850161,1985-03-02 23:00:00,-98.24676,-58.21638,11.02196,MAM,SAt,39315.336368476586,10.920926769021275,intensification
48,19850161,1985-03-03 00:00:00,-97.69867,-58.31633,10.94536,MAM,SAt,33927.158038275695,9.424210566187693,intensification
49,19850161,1985-03-03 01:00:00,-97.18106,-58.40228,10.79867,MAM,SAt,31669.582943383797,8.797106373162165,intensification
50,19850161,1985-03-03 02:00:00,-96.64407,-58.49909,10.60525,MAM,SAt,33044.9640775922,9.179156688220056,intensification
51,19850161,1985-03-03 03:00:00,-96.20871,-58.57228,10.49137,MAM,SAt,26546.58859812162,7.374052388367117,mature
52,19850161,1985-03-03 04:00:00,-95.79623,-58.63538,10.35623,MAM,SAt,24902.714056650173,6.917420571291714,mature
53,19850161,1985-03-03 05:00:00,-95.31519,-58.74053,10.26815,MAM,SAt,30157.04829894549,8.376957860818191,mature
54,19850161,1985-03-03 06:00:00,-94.78299,-58.89582,10.18911,MAM,SAt,35170.30639437613,9.769529553993369,mature
55,19850161,1985-03-03 07:00:00,-94.25372,-59.06259,10.02926,MAM,SAt,35549.18151483789,9.874772643010525,decay 2
56,19850161,1985-03-03 08:00:00,-93.64407,-59.29578,9.89099,MAM,SAt,43343.64100075115,12.039900277986431,decay 2
57,19850161,1985-03-03 09:00:00,-93.07333,-59.45214,9.80657,MAM,SAt,36708.70380922021,10.196862169227837,decay 2
58,19850161,1985-03-03 10:00:00,-92.84555,-59.54229,9.91641,MAM,SAt,16302.195712271932,4.528387697853314,decay 2
59,19850161,1985-03-03 11:00:00,-92.20627,-59.74036,9.83464,MAM,SAt,42140.323234538264,11.705645342927296,decay 2
60,19850161,1985-03-03 12:00:00,-91.58856,-59.93356,9.7158,MAM,SAt,40652.09259543387,11.292247943176074,decay 2
61,19850161,1985-03-03 13:00:00,-91.01425,-60.10851,9.56043,MAM,SAt,37372.0526878338,10.3811257466205,decay 2
62,19850161,1985-03-03 14:00:00,-90.45715,-60.27801,9.40763,MAM,SAt,36102.37442909869,10.028437341416302,decay 2
63,19850161,1985-03-03 15:00:00,-89.91669,-60.43169,9.24582,MAM,SAt,34287.03944448883,9.52417762346912,decay 2
64,19850161,1985-03-03 16:00:00,-89.41614,-60.60244,9.08937,MAM,SAt,33329.69983737804,9.258249954827232,decay 2
65,19850161,1985-03-03 17:00:00,-88.9137,-60.77797,8.91607,MAM,SAt,33599.76510912339,9.333268085867608,decay 2
66,19850161,1985-03-03 18:00:00,-88.43066,-60.99212,8.74002,MAM,SAt,35355.5254461574,9.820979290599277,decay 2
67,19850161,1985-03-03 19:00:00,-87.91672,-61.18001,8.52621,MAM,SAt,34640.045327667256,9.622234813240905,intensification
68,19850161,1985-03-03 20:00:00,-87.32816,-61.38225,8.25232,MAM,SAt,38660.286885692716,10.738968579359089,intensification
