,track_id,date,lon vor,lat vor,vor42,Genesis Season,Genesis Region,Distance (m),Speed (m/s),phase
0,19970542,1997-07-01 00:00:00,-80.96408,-61.79514,6.39831,JJA,SAt,,,
1,19970542,1997-07-01 01:00:00,-80.65671,-61.54687,6.47253,JJA,SAt,32017.999508119858,8.893888752255515,intensification
2,19970542,1997-07-01 02:00:00,-80.3479,-61.24543,6.5524,JJA,SAt,37332.91790638757,10.370254973996547,intensification
3,19970542,1997-07-01 03:00:00,-79.95096,-60.94003,6.65676,JJA,SAt,40105.115846035245,11.140309957232013,incipient
4,19970542,1997-07-01 04:00:00,-79.50415,-60.60473,6.77892,JJA,SAt,44481.090182336404,12.355858383982335,incipient
5,19970542,1997-07-01 05:00:00,-79.03644,-60.30566,6.88164,JJA,SAt,41994.57832021336,11.665160644503711,incipient
6,19970542,1997-07-01 06:00:00,-78.5246,-60.04342,6.97431,JJA,SAt,40639.249816502,11.288680504583889,incipient
7,19970542,1997-07-01 07:00:00,-78.07648,-59.80581,7.00917,JJA,SAt,36354.07097641809,10.098353049005024,incipient
8,19970542,1997-07-01 08:00:00,-77.67953,-59.62609,7.13733,JJA,SAt,29913.2545617246,8.309237378256833,intensification
9,19970542,1997-07-01 09:00:00,-77.3128,-59.43776,7.24006,JJA,SAt,29429.2206353581,8.174783509821694,intensification
10,19970542,1997-07-01 10:00:00,-77.44934,-59.41072,7.24833,JJA,SAt,8287.672176841766,2.302131160233824,intensification
11,19970542,1997-07-01 11:00:00,-77.40176,-59.19447,7.20048,JJA,SAt,24197.146093765456,6.7214294704904045,intensification
12,19970542,1997-07-01 12:00:00,-77.28479,-58.9562,7.18394,JJA,SAt,27324.59633833775,7.590165649538264,intensification
13,19970542,1997-07-01 13:00:00,-77.18759,-58.69693,7.16329,JJA,SAt,29367.36857655305,8.157602382375847,intensification
14,19970542,1997-07-01 14:00:00,-77.11639,-58.37839,7.06139,JJA,SAt,35660.30195612117,9.90563943225588,intensification
15,19970542,1997-07-01 15:00:00,-77.0441,-58.03376,6.98931,JJA,SAt,38554.46838609333,10.709574551692592,intensification
16,19970542,1997-07-01 16:00:00,-76.95978,-57.69202,6.93941,JJA,SAt,38325.71096636082,10.646030823989117,intensification
17,19970542,1997-07-01 17:00:00,-76.85187,-57.39743,6.87771,JJA,SAt,33383.84030374977,9.273288973263824,intensification
18,19970542,1997-07-01 18:00:00,-76.77167,-57.10913,6.80798,JJA,SAt,32418.445662187678,9.005123795052132,intensification
