,track_id,date,lon vor,lat vor,vor42,Genesis Season,Genesis Region,Distance (km),Speed (m/s),Growth Rate (10^−5 s^−1 day^-1),phase
0,19810874,1981-10-01 00:00:00,-140.13034,-51.3766,4.72449,SON,SAt,,,,incipient
1,19810874,1981-10-01 01:00:00,-139.84236,-51.82756,4.81382,SON,SAt,53.94490370677076,14.98469547410299,2.143919999999987,incipient
2,19810874,1981-10-01 02:00:00,-139.61121,-52.2488,4.90868,SON,SAt,49.43621608747754,13.732282246521537,2.2766400000000147,incipient
3,19810874,1981-10-01 03:00:00,-139.36792,-52.69931,4.94025,SON,SAt,52.73504689681759,14.648624138004887,0.7576799999999864,intensification
4,19810874,1981-10-01 04:00:00,-139.17659,-53.17778,4.97209,SON,SAt,54.726650336970295,15.20184731582508,0.7641599999999968,intensification
5,19810874,1981-10-01 05:00:00,-138.94627,-53.6393,4.97065,SON,SAt,53.541320874277496,14.872589131743748,-0.03455999999999193,intensification
6,19810874,1981-10-01 06:00:00,-138.70862,-54.059,4.95213,SON,SAt,49.20323178149509,13.667564383748637,-0.44447999999999155,intensification
7,19810874,1981-10-01 07:00:00,-138.49481,-54.46543,4.84386,SON,SAt,47.27821683760177,13.132838010444935,-2.598480000000002,intensification
8,19810874,1981-10-01 08:00:00,-138.2309,-54.86692,4.81777,SON,SAt,47.760754766211775,13.266876323947715,-0.6261599999999987,intensification
9,19810874,1981-10-01 09:00:00,-138.08881,-55.31239,4.82343,SON,SAt,50.352563792892816,13.98682327580356,0.13583999999999463,intensification
10,19810874,1981-10-01 10:00:00,-139.06688,-56.10561,5.16496,SON,SAt,107.39413105198888,29.831703069996912,8.196719999999992,intensification
11,19810874,1981-10-01 11:00:00,-138.96223,-56.55909,5.18133,SON,SAt,50.835705809002135,14.121029391389483,0.3928800000000052,intensification
12,19810874,1981-10-01 12:00:00,-138.80728,-56.9581,5.25868,SON,SAt,45.36204896755652,12.600569157654588,1.8564000000000007,intensification
13,19810874,1981-10-01 13:00:00,-138.67625,-57.34613,5.25891,SON,SAt,43.86478447390514,12.184662353862537,0.005520000000004188,intensification
14,19810874,1981-10-01 14:00:00,-138.48595,-57.73638,5.2201,SON,SAt,44.85529863891021,12.45980517747506,-0.9314399999999949,intensification
15,19810874,1981-10-01 15:00:00,-138.26849,-58.17062,5.11411,SON,SAt,49.960845068466796,13.878012519018554,-2.543760000000006,intensification
16,19810874,1981-10-01 16:00:00,-137.94661,-58.63206,5.14123,SON,SAt,54.62946410567795,15.174851140466096,0.6508800000000008,intensification
17,19810874,1981-10-01 17:00:00,-137.58315,-59.11564,5.07315,SON,SAt,57.687314041659945,16.024253900461098,-1.6339200000000034,intensification
18,19810874,1981-10-01 18:00:00,-137.16046,-59.54559,5.09042,SON,SAt,53.48254790509725,14.856263306971458,0.4144799999999975,intensification
19,19810874,1981-10-01 19:00:00,-136.6987,-59.97953,5.05472,SON,SAt,54.74297784982783,15.206382736063286,-0.8568000000000069,intensification
20,19810874,1981-10-01 20:00:00,-136.40352,-60.36528,4.99352,SON,SAt,45.89520347068297,12.74866763074527,-1.4687999999999874,intensification
21,19810874,1981-10-01 21:00:00,-136.2395,-60.75988,4.91928,SON,SAt,44.7837530229145,12.43993139525403,-1.7817600000000127,mature
22,19810874,1981-10-01 22:00:00,-137.28798,-60.75252,5.13471,SON,SAt,56.96057532932612,15.822382035923923,5.170320000000011,mature
23,19810874,1981-10-01 23:00:00,-137.09963,-61.18034,5.06713,SON,SAt,48.64519819321738,13.512555053671495,-1.62192000000001,mature
24,19810874,1981-10-02 00:00:00,-136.75159,-61.70449,4.94977,SON,SAt,61.14845376475617,16.985681601321158,-2.8166399999999925,mature
25,19810874,1981-10-02 01:00:00,-136.41232,-62.20404,4.89908,SON,SAt,58.31054192326256,16.197372756461824,-1.2165600000000083,mature
26,19810874,1981-10-02 02:00:00,-136.14384,-62.63316,4.85255,SON,SAt,49.677663068074075,13.7993508522428,-1.1167199999999937,decay
27,19810874,1981-10-02 03:00:00,-135.82884,-63.04275,4.80868,SON,SAt,48.269597473265065,13.408221520351407,-1.0528800000000018,decay
28,19810874,1981-10-02 04:00:00,-135.46567,-63.44904,4.76884,SON,SAt,48.69755178855076,13.527097719041878,-0.956159999999997,decay
29,19810874,1981-10-02 05:00:00,-135.06233,-63.87862,4.73939,SON,SAt,51.745176470224116,14.373660130617811,-0.7067999999999941,decay
30,19810874,1981-10-02 06:00:00,-134.59895,-64.37962,4.73086,SON,SAt,60.07410287054276,16.68725079737299,-0.2047200000000089,decay
31,19810874,1981-10-02 07:00:00,-134.09793,-64.9235,4.72574,SON,SAt,65.0096253600373,18.058229266677028,-0.122879999999995,decay
32,19810874,1981-10-02 08:00:00,-133.59171,-65.46308,4.69955,SON,SAt,64.4788011305957,17.91077809183214,-0.6285599999999931,decay
33,19810874,1981-10-02 09:00:00,-133.08192,-65.99502,4.66801,SON,SAt,63.57269885101977,17.659083014172158,-0.7569600000000136,decay
34,19810874,1981-10-02 10:00:00,-133.14246,-66.48459,4.79652,SON,SAt,54.50529643769572,15.140360121582143,3.0842400000000083,decay
35,19810874,1981-10-02 11:00:00,-132.61595,-67.06046,4.73148,SON,SAt,68.06889944399627,18.9080276233323,-1.5609599999999944,decay
36,19810874,1981-10-02 12:00:00,-131.91008,-67.7233,4.66775,SON,SAt,79.64040927833676,22.122335910649102,-1.5295200000000122,decay
37,19810874,1981-10-02 13:00:00,-131.17651,-68.32694,4.60777,SON,SAt,73.7348457852983,20.481901607027304,-1.4395199999999875,decay
38,19810874,1981-10-02 14:00:00,-130.41013,-68.86383,4.5917,SON,SAt,67.31350171488867,18.698194920802408,-0.3856800000000007,decay
39,19810874,1981-10-02 15:00:00,-129.62889,-69.34222,4.61651,SON,SAt,61.56004301291799,17.100011948032773,0.5954399999999893,decay
40,19810874,1981-10-02 16:00:00,-128.87007,-69.772,4.65532,SON,SAt,56.14487054928686,15.595797374801904,0.9314399999999949,decay
41,19810874,1981-10-02 17:00:00,-128.13556,-70.17212,4.68203,SON,SAt,52.55288146299613,14.598022628610037,0.6410400000000109,intensification
42,19810874,1981-10-02 18:00:00,-127.58789,-70.42571,4.73466,SON,SAt,34.87935222722921,9.688708952008113,1.2631199999999936,intensification
43,19810874,1981-10-02 19:00:00,-126.98662,-70.65887,4.74454,SON,SAt,34.17830436374306,9.493973434373073,0.23711999999999733,intensification
44,19810874,1981-10-02 20:00:00,-126.30017,-70.88306,4.68178,SON,SAt,35.40313332703024,9.834203701952845,-1.5062399999999982,intensification
45,19810874,1981-10-02 21:00:00,-125.49905,-71.06027,4.59182,SON,SAt,35.09665075473609,9.749069654093358,-2.1590399999999903,intensification
46,19810874,1981-10-02 22:00:00,-125.80884,-70.82139,4.88836,SON,SAt,28.845777286486598,8.012715912912943,7.116959999999985,intensification
47,19810874,1981-10-02 23:00:00,-125.08755,-70.96484,4.70935,SON,SAt,30.718861565944056,8.533017101651126,-4.296239999999997,intensification
48,19810874,1981-10-03 00:00:00,-124.2188,-71.11968,4.53545,SON,SAt,35.79503280670284,9.943064668528569,-4.173599999999993,intensification
49,19810874,1981-10-03 01:00:00,-123.30493,-71.27523,4.39146,SON,SAt,37.038292860247765,10.288414683402156,-3.455759999999991,intensification
50,19810874,1981-10-03 02:00:00,-122.47493,-71.39726,4.27896,SON,SAt,32.502248345748995,9.028402318263609,-2.700000000000017,intensification
51,19810874,1981-10-03 03:00:00,-121.82362,-71.46573,4.18091,SON,SAt,24.2861844733682,6.746162353713388,-2.353199999999994,intensification
52,19810874,1981-10-03 04:00:00,-121.24939,-71.49509,4.12545,SON,SAt,20.54209686386241,5.706138017739558,-1.3310400000000016,intensification
53,19810874,1981-10-03 05:00:00,-120.64764,-71.46859,4.13411,SON,SAt,21.454709807497185,5.9596416131936625,0.20783999999999736,intensification
54,19810874,1981-10-03 06:00:00,-119.94269,-71.39806,4.18321,SON,SAt,26.16200780245648,7.267224389571244,1.1784000000000034,intensification
55,19810874,1981-10-03 07:00:00,-118.90617,-71.30455,4.24335,SON,SAt,38.292928425017365,10.636924562504824,1.4433600000000126,intensification
56,19810874,1981-10-03 08:00:00,-117.73157,-71.21343,4.30811,SON,SAt,43.168829631955965,11.991341564432213,1.554239999999993,intensification
57,19810874,1981-10-03 09:00:00,-116.42517,-71.09371,4.34898,SON,SAt,48.77607812723579,13.548910590898831,0.9808799999999991,intensification
58,19810874,1981-10-03 10:00:00,-114.50528,-70.98998,4.28317,SON,SAt,70.30506905483479,19.52918584856522,-1.5794399999999982,intensification
59,19810874,1981-10-03 11:00:00,-112.97347,-70.80519,4.29327,SON,SAt,59.40634731383063,16.50176314273073,0.2423999999999893,intensification
60,19810874,1981-10-03 12:00:00,-111.00293,-70.4877,4.32617,SON,SAt,80.735819581726,22.426616550479444,0.7896000000000143,intensification
61,19810874,1981-10-03 13:00:00,-109.21761,-70.2668,4.35993,SON,SAt,71.04553499825394,19.73487083284832,0.8102400000000003,intensification
62,19810874,1981-10-03 14:00:00,-107.58316,-70.16733,4.40899,SON,SAt,62.49674098639734,17.36020582955482,1.1774399999999972,intensification
63,19810874,1981-10-03 15:00:00,-106.02702,-70.13296,4.42213,SON,SAt,58.877744651861754,16.354929069961596,0.3153599999999983,intensification
64,19810874,1981-10-03 16:00:00,-104.54816,-70.13071,4.41244,SON,SAt,55.88594764913043,15.523874346980675,-0.23255999999999943,intensification
65,19810874,1981-10-03 17:00:00,-102.78455,-70.05943,4.38142,SON,SAt,67.23231345347041,18.675642625964006,-0.7444799999999958,intensification
66,19810874,1981-10-03 18:00:00,-100.79172,-69.90071,4.35107,SON,SAt,77.88373262212318,21.634370172811995,-0.7284000000000077,intensification
67,19810874,1981-10-03 19:00:00,-98.71866,-69.68904,4.35277,SON,SAt,83.01697475904925,23.060270766402567,0.04079999999999018,intensification
68,19810874,1981-10-03 20:00:00,-96.65454,-69.4363,4.37442,SON,SAt,84.92398306035314,23.58999529454254,0.5196000000000041,intensification
69,19810874,1981-10-03 21:00:00,-94.8111,-69.18558,4.38556,SON,SAt,77.59630282382686,21.554528562174127,0.2673600000000036,intensification
70,19810874,1981-10-03 22:00:00,-93.09915,-68.59737,4.30469,SON,SAt,94.74514345534142,26.318095404261506,-1.94088,incipient
71,19810874,1981-10-03 23:00:00,-91.61017,-68.35646,4.24116,SON,SAt,66.3850783584061,18.440299544001693,-1.524720000000002,incipient
72,19810874,1981-10-04 00:00:00,-90.10693,-68.0625,4.14857,SON,SAt,70.13002696575762,19.480563046043784,-2.222159999999988,incipient
73,19810874,1981-10-04 01:00:00,-88.59174,-67.73296,4.04232,SON,SAt,73.21881670362701,20.33856019545195,-2.5500000000000043,incipient
74,19810874,1981-10-04 02:00:00,-87.21024,-67.41254,3.93664,SON,SAt,68.58422000511875,19.051172223644098,-2.53632,incipient
75,19810874,1981-10-04 03:00:00,-85.83285,-67.05799,3.85833,SON,SAt,71.17734154354257,19.77148376209516,-1.8794400000000024,incipient
76,19810874,1981-10-04 04:00:00,-84.55319,-66.708,3.8154,SON,SAt,68.08224006843241,18.911733352342335,-1.0303200000000032,intensification
77,19810874,1981-10-04 05:00:00,-83.31879,-66.35599,3.78361,SON,SAt,67.22888111360633,18.67468919822398,-0.7629599999999996,intensification
78,19810874,1981-10-04 06:00:00,-82.06891,-65.97916,3.7513,SON,SAt,70.06463312805838,19.462398091127326,-0.7754399999999961,intensification
79,19810874,1981-10-04 07:00:00,-80.87326,-65.59079,3.72578,SON,SAt,69.55799773393657,19.321666037204604,-0.612480000000005,intensification
80,19810874,1981-10-04 08:00:00,-79.72385,-65.16765,3.69294,SON,SAt,71.05431413475158,19.73730948187544,-0.7881599999999942,intensification
81,19810874,1981-10-04 09:00:00,-78.52682,-64.61434,3.67275,SON,SAt,83.51689900448292,23.199138612356368,-0.4845599999999983,intensification
82,19810874,1981-10-04 10:00:00,-77.26993,-63.45695,3.68834,SON,SAt,142.49513763303744,39.58198267584373,0.3741599999999998,intensification
83,19810874,1981-10-04 11:00:00,-76.2793,-62.85732,3.71447,SON,SAt,83.18246650212325,23.106240695034238,0.6271199999999943,intensification
84,19810874,1981-10-04 12:00:00,-75.29236,-62.23958,3.73092,SON,SAt,85.30765706464999,23.69657140684722,0.3947999999999965,intensification
85,19810874,1981-10-04 13:00:00,-74.35422,-61.6405,3.76551,SON,SAt,82.73509718368526,22.98197143991257,0.8301600000000029,intensification
86,19810874,1981-10-04 14:00:00,-73.58164,-61.12616,3.79348,SON,SAt,70.45350865559752,19.57041907099931,0.6712800000000065,intensification
87,19810874,1981-10-04 15:00:00,-72.97406,-60.69185,3.83137,SON,SAt,58.40481219186441,16.223558942184557,0.9093599999999995,intensification
88,19810874,1981-10-04 16:00:00,-72.40595,-60.28809,3.85894,SON,SAt,54.6246580263098,15.17351611841939,0.6616799999999969,intensification
89,19810874,1981-10-04 17:00:00,-71.82977,-59.89292,3.91659,SON,SAt,54.32623875998455,15.090621877773485,1.3835999999999942,intensification
90,19810874,1981-10-04 18:00:00,-71.31055,-59.54439,3.97629,SON,SAt,48.47107856118071,13.464188489216863,1.4328000000000074,intensification
91,19810874,1981-10-04 19:00:00,-70.7626,-59.13325,4.04435,SON,SAt,55.27582426952566,15.354395630423793,1.6334399999999896,intensification
92,19810874,1981-10-04 20:00:00,-70.26291,-58.78168,4.10817,SON,SAt,48.46840535585544,13.463445932182065,1.5316800000000157,intensification
93,19810874,1981-10-04 21:00:00,-69.77585,-58.44269,4.10391,SON,SAt,47.07940041162145,13.077611225450402,-0.10224000000000899,intensification
94,19810874,1981-10-04 22:00:00,-69.32285,-57.98493,4.28604,SON,SAt,57.400789849752144,15.944663847153373,4.371119999999998,intensification
95,19810874,1981-10-04 23:00:00,-68.84592,-57.69181,4.26256,SON,SAt,43.11875956659623,11.977433212943398,-0.563520000000004,intensification
96,19810874,1981-10-05 00:00:00,-68.48111,-57.43948,4.20056,SON,SAt,35.5045929350502,9.862386926402833,-1.4879999999999853,intensification
97,19810874,1981-10-05 01:00:00,-68.10614,-57.16776,4.12343,SON,SAt,37.684985264514154,10.468051462365041,-1.8511200000000088,intensification
98,19810874,1981-10-05 02:00:00,-67.64575,-56.86513,4.02959,SON,SAt,43.69297063330134,12.136936287028151,-2.2521600000000035,intensification
99,19810874,1981-10-05 03:00:00,-66.99863,-56.44735,3.95183,SON,SAt,61.01103503903676,16.94750973306577,-1.8662399999999906,intensification
