,track_id,date,lon vor,lat vor,vor42,Genesis Season,Genesis Region,Distance (m),Speed (m/s),phase
0,20010485,2001-06-01 05:00:00,-29.59357,-45.6168,2.28129,JJA,SAt,,,
1,20010485,2001-06-01 06:00:00,-28.1434,-45.69577,2.44603,JJA,SAt,113048.69935911772,31.40241648864381,incipient
2,20010485,2001-06-01 07:00:00,-26.68506,-45.74506,2.59276,JJA,SAt,113344.8390052745,31.484677501465136,incipient
3,20010485,2001-06-01 08:00:00,-25.30191,-45.89501,2.82711,JJA,SAt,108472.74716629439,30.131318657303996,incipient
4,20010485,2001-06-01 09:00:00,-23.95373,-45.93932,3.01039,JJA,SAt,104407.78568283765,29.002162689677125,incipient
5,20010485,2001-06-01 10:00:00,-22.4917,-45.91233,3.39973,JJA,SAt,113120.52248224523,31.42236735617923,incipient
6,20010485,2001-06-01 11:00:00,-21.41507,-46.03175,3.65503,JJA,SAt,84255.98591888504,23.40444053302362,incipient
7,20010485,2001-06-01 12:00:00,-20.42706,-46.11023,3.81714,JJA,SAt,76715.9165816708,21.309976828241886,incipient
8,20010485,2001-06-01 13:00:00,-19.49155,-46.22774,4.02021,JJA,SAt,73215.15276914148,20.337542435872635,intensification
9,20010485,2001-06-01 14:00:00,-18.46027,-46.30998,4.2182,JJA,SAt,79795.92766675811,22.165535462988366,intensification
10,20010485,2001-06-01 15:00:00,-17.49085,-46.40741,4.31137,JJA,SAt,75177.82132749414,20.882728146526148,intensification
11,20010485,2001-06-01 16:00:00,-16.44028,-46.43696,4.59009,JJA,SAt,80593.7784987613,22.38716069410036,intensification
12,20010485,2001-06-01 17:00:00,-15.42401,-46.44311,4.6818,JJA,SAt,77875.19011666949,21.631997254630413,intensification
13,20010485,2001-06-01 18:00:00,-14.38513,-46.37218,4.89833,JJA,SAt,80041.4864883243,22.23374624675675,intensification
14,20010485,2001-06-01 19:00:00,-13.41586,-46.31304,5.03146,JJA,SAt,74693.56256790727,20.748211824418686,intensification
15,20010485,2001-06-01 20:00:00,-12.41715,-46.2136,5.25373,JJA,SAt,77566.61847111837,21.54628290864399,intensification
16,20010485,2001-06-01 21:00:00,-11.44519,-46.08267,5.41961,JJA,SAt,76277.20479534967,21.188112443152686,intensification
17,20010485,2001-06-01 22:00:00,-10.68625,-46.19714,5.55283,JJA,SAt,59843.15471710508,16.623098532529188,mature
18,20010485,2001-06-01 23:00:00,-9.82559,-46.13517,5.72648,JJA,SAt,66636.59515972473,18.51016532214576,mature
19,20010485,2001-06-02 00:00:00,-9.04633,-46.10864,5.86162,JJA,SAt,60131.47476667933,16.703187435188703,mature
20,20010485,2001-06-02 01:00:00,-8.42038,-46.19634,5.92308,JJA,SAt,49192.70522205971,13.66464033946103,mature
21,20010485,2001-06-02 02:00:00,-7.8645,-46.36235,6.03465,JJA,SAt,46537.79312701885,12.927164757505237,mature
22,20010485,2001-06-02 03:00:00,-7.19672,-46.42349,6.05201,JJA,SAt,51662.66038816289,14.350738996711915,mature
23,20010485,2001-06-02 04:00:00,-6.75824,-46.76775,6.17457,JJA,SAt,50870.29881121388,14.13063855867052,mature
24,20010485,2001-06-02 05:00:00,-6.45785,-47.25521,6.22536,JJA,SAt,58793.49028844793,16.331525080124425,decay
25,20010485,2001-06-02 06:00:00,-6.31821,-47.7891,6.3653,JJA,SAt,60284.827622457145,16.74578545068254,decay
26,20010485,2001-06-02 07:00:00,-6.03693,-48.1056,6.50188,JJA,SAt,40956.67619657495,11.376854499048596,decay
