,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,Date,Hour,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RGe,RKz,RKe
0,436401.4698868187,51152.00853880052,4402566.489641006,155877.28168780674,1.3591533879501643,0.4512771205718896,4.0159463346337985,1.586564405859926,11.286146330949167,3.4580994739848694,11.110107398101835,11.009913926208725,-44.36701857213583,2.1961429774659442,-9.277130531899322,-0.9321876897251338,2016-09-12,14,31.71526531341801,3.024961728191655,-74.94396229183624,14.958772814211972,22.239549490990896,0.7021495394948221,91.42916941252203,-6.378240816777119
1,550576.4250151236,62041.870760290476,4132768.2253903956,209728.86381896984,9.120477752393036,0.15097678308393583,1.8574772235030739,2.165426271584764,14.057469970919309,3.921289093559146,4.175978875040293,10.94311405147798,-22.1501108142222,4.545187976176797,-13.223137045349636,-0.05345542540893589,2016-09-12,15,21.80596938834292,3.1630979511566943,-53.89771052643909,15.90729302124242,17.019953952900586,1.2562583460983765,69.05164437737548,-4.656229921682749
2,593404.4494828878,73926.31378712872,4014502.9738506447,270409.79144075216,14.942702165043386,0.016541743573713085,-1.1152668056750736,2.084847291053773,12.881492687796015,3.5840246677566494,0.1413356259139178,11.851319527475003,-8.463615004797688,6.832266131768887,-11.374054670593713,0.22756042978745503,2016-09-12,16,8.886106847374306,3.4131166614540396,-37.43518477790892,18.41417538938036,10.963858068195393,1.8973975411774502,51.40395576319115,-3.362741765176512
3,614556.3943162186,86616.31072275956,3863234.8949894514,342310.92662250844,17.97312652941356,-0.028398567154821825,-3.5658752534434797,3.6100798981270152,10.057467871192488,3.430632465529819,0.9955134839942756,11.642245559884616,4.37948525768547,8.614814124764887,-11.081172587838427,1.3940329891239778,2016-09-12,17,5.786573229888163,2.866064147920511,-30.75256955276185,18.816218815776082,13.673833320954413,3.0739101476725295,46.155334312726204,0.0019818956790285114
4,635067.7767380825,94561.9756521564,3793084.4730707593,405886.56691433996,18.387025450856058,0.048409014859284026,-4.9098925762227115,6.3024181387495295,7.107345076453334,4.03232991238207,7.9604757949763165,10.771246117893158,14.888707584024194,8.740598259217506,-6.827789287673132,3.527776433928213,2016-09-12,18,3.2724870375491446,2.4387511154438126,-22.381912055971462,18.063983027084753,14.600576426811152,4.660430326951988,43.81952072558113,3.9195738057806473
5,638118.3009865724,104175.31875395501,3702085.128186457,472371.60441751865,17.619198014284034,-0.13697714618472537,-5.270136976026764,8.187451085742541,6.052507079903221,5.065851967902264,13.483162078237266,8.454019413692045,20.09873555409513,9.323048651475071,-9.571275706141002,4.96233960729777,2016-09-12,19,1.198571263618376,3.0701046714809004,-21.769231691605658,16.821468639970725,12.628285051814462,6.328680935505903,47.60145480810019,5.090138835490626
6,643697.4898361348,116666.72928681888,3636346.0048911986,527001.1411221292,17.747221690680625,-0.6212413063056105,-4.990859633100049,8.66589604253682,6.283164191971985,6.299820985605252,17.379343466088788,7.465806894267114,19.954503763278424,7.984524727819166,-7.723905768918077,5.283908721318732,2016-09-12,20,-2.1892342565815164,4.747690979904089,-9.628255242408938,12.897103352679139,8.653581935821514,7.735007343141269,39.7639607660783,8.225459217224845
7,622355.8143391855,138358.69380926446,3632761.6904411125,565230.7485568085,13.622013245924425,-1.3598668132835334,-4.419222986612783,9.746737658226055,7.147062691646042,7.7847297005954825,20.80743172873591,8.681248036216509,21.083455680862738,5.106804988939407,-10.380283400156078,7.804786094834433,2016-09-12,21,-0.9734021858612606,10.087251929718448,-3.465793227567402,8.249628060904037,4.141681555133589,13.409126700632553,33.47601521561495,14.597580620151309
8,636688.9940979338,189294.9431807917,3611392.2936527133,586398.4631606382,14.870593113143935,-2.5325781250701054,-2.97641807563865,11.288729873492343,9.728926616824692,8.726582584263303,25.662754391598835,8.890315881471297,25.354971319476878,2.3282047533546417,-8.86342388719415,12.092797603981047,2016-09-12,22,-1.0752021160842722,13.766914879775488,-8.954250958476461,9.527153684272312,1.5338862551648642,18.861640294074633,46.51118038758058,13.628310146329978
9,614614.3591033787,237480.48094364797,3568291.083540082,633826.2550835691,17.13144341562667,-3.233751492739772,-3.7844103015361674,16.188610610350093,10.292918640679968,9.128597851150294,21.347416074477096,11.580455941804285,23.405191045130483,-3.2012530251026203,-6.201584227905664,13.430376753908108,2016-09-12,23,-7.138418591743733,13.858458013503506,-11.09664718230824,14.371726165811577,-3.5336453095368032,24.15222226544308,45.791096370875835,17.181750687878967
10,585292.3802373789,289075.84087801696,3531496.433940094,689874.8915544816,14.01123813282863,-4.055676530903383,-5.121283397340115,22.31092293717507,10.508393577533525,9.089615491984562,16.873188999743007,14.299417133815911,28.561220540064074,-6.4599607224591304,-5.814631010695433,17.848097477839183,2016-09-13,0,-10.13454712094149,12.732134270758971,-9.834796776500104,14.961530366401519,-10.687379096549765,30.009118246852864,35.59794051173163,26.77009310192958
11,541645.6198326,329151.84769311256,3497480.546749281,741549.27372166,12.298574018661197,-4.551268584123132,-6.235362355941972,28.248695732256635,10.677347252542667,8.617389828164123,14.452317297398809,13.9783597941257,34.32620861718492,-11.879091764025842,-3.0885547759017236,23.38124865809002,2016-09-13,1,-9.835881781146705,8.448354634526558,-9.646765006687298,12.166421238512154,-12.765923599151307,32.6309291227422,30.16229396680533,36.29599664381215
12,514474.0314131226,349903.99424660817,3462039.7258919454,777473.1244717691,9.021038370168027,-4.633696163597588,-6.009369509258902,32.789146493186074,9.102041888153432,8.022579895838204,10.959644287947908,12.069529937839295,43.40499490237912,-9.976064468055657,-4.06186481844969,27.903807035771912,2016-09-13,2,-5.14527696299804,4.532108328510916,-7.316820747495124,9.887088510522364,-9.859976644581034,33.932371089456375,21.288133896352157,40.98095742976191
13,504599.6256990141,361783.02765839116,3444799.4373673163,812736.310997421,4.132726960713338,-4.44506547761589,-4.861316034886022,35.59721710094267,6.69113469437904,8.03867897556008,9.86886748871211,9.907457492967678,53.049916272014684,-8.765153002738218,-6.578896376102418,30.134059418479236,2016-09-13,3,-4.433687730828266,3.1497680036882714,0.40657315343275613,11.2299609537612,-11.437160942109859,35.153371606686754,8.733705261106671,39.136029675035175
14,482551.4797511591,372582.3238731637,3464967.0525966613,858328.8433388497,-0.5890779586066227,-4.0895177571358925,-3.943215031607963,37.885818353986615,3.4005797138494005,8.183217072527988,11.89725791485671,9.420356592429526,62.19589269608191,-6.706655227391376,-6.918697192620289,32.195518787745655,2016-09-13,4,-3.149680726924554,3.8891819588664336,7.306235197166162,14.033567184597583,-11.22885615651647,37.68130099746095,0.058729727475961724,37.21582279342652
15,481921.9244651573,389785.1377622295,3497404.3307869127,913777.9947265236,-2.3079200443042023,-3.98864610919182,-2.8691088145891777,39.57867112534741,1.5618796361932736,7.218370325566969,7.623020265689854,10.112632368460876,62.79149680546258,-6.735137762042431,-7.587413108494566,33.53145750938798,2016-09-13,5,-2.888303592619551,2.234275023889576,10.459642689698052,15.196513116155401,-10.746749382308847,38.583221932861846,-8.013651282901577,37.363899192242066
16,461755.6938842983,388669.1040451687,3540276.4799624872,967743.7377751686,-1.7982277527419808,-3.907476169260061,-1.5856736394903912,39.71131875987422,0.3690105223793242,6.2282536941809425,7.569357609500314,9.958381989359346,66.25045655772563,-4.5985050242006515,-3.4903520669731978,33.48801720973244,2016-09-13,6,-5.364434313278745,1.0936756552242717,12.550488843267473,16.31728089519049,-11.439148757660112,38.484216890177606,-8.365032625999532,34.938093493533465
17,443297.99740955036,397659.60247984424,3587767.8504584385,1031262.4171718952,-3.4935581243752685,-4.092308296996268,-0.5545135988211302,40.2188640540386,0.0782573984186438,4.734096606387348,7.307178084574052,11.929643727689355,63.85931156062904,-3.923599680043382,-3.265758170866507,34.734380912782555,2016-09-13,7,-2.272673159474919,0.37015558583635233,11.807943770589578,14.249687102784648,-9.936796979265099,39.94723133048387,-8.548837409211924,38.453334277764434
18,445392.4471360789,391334.2242631904,3625293.675110732,1070341.484915218,-0.762000689892421,-3.9293977940569844,-0.4799956834812696,37.444774322158,-0.0882161564245392,4.143387727332581,7.177531327378062,11.834584913135597,60.50162468953852,-0.88471373819832,2.359005248522667,33.36399536954908,2016-09-13,8,-1.0318170865042258,0.910377937799664,10.564863319376535,12.409160385073095,-5.6349994140290915,38.141162326682064,-4.629328365372165,37.35019453370177
19,435868.91438671993,404214.3236320018,3663834.8663579496,1120608.3719444214,0.15603081015561812,-3.876158663226572,-0.5776504693129112,36.07828942173671,0.39240076015116265,3.4121856492867684,7.645709929688752,13.028788682250605,57.18514243439151,-1.1973957853570139,-0.9799976035904379,31.22361536266562,2016-09-13,9,-3.8892031980715545,2.7641676385669256,10.640948614311315,13.14257284367968,-8.00173181129367,39.306430074243444,-3.4168583437798548,36.542155729620546
