,start,end
incipient,2006-08-06 23:00:00,2006-08-07 04:00:00
intensification,2006-08-07 05:00:00,2006-08-08 10:00:00
mature,2006-08-08 11:00:00,2006-08-08 18:00:00
decay,2006-08-08 19:00:00,2006-08-09 09:00:00
intensification 2,2006-08-09 10:00:00,2006-08-10 05:00:00
mature 2,2006-08-10 06:00:00,2006-08-10 10:00:00
decay 2,2006-08-10 11:00:00,2006-08-11 07:00:00
