,start,end
incipient,1984-12-20 04:00:00,1984-12-20 17:00:00
intensification,1984-12-20 18:00:00,1984-12-21 23:00:00
mature,1984-12-22 00:00:00,1984-12-22 09:00:00
decay,1984-12-22 10:00:00,1984-12-23 09:00:00
residual,1984-12-23 10:00:00,1984-12-23 12:00:00
