,start,end
intensification,2000-06-01 02:00:00,2000-06-02 15:00:00
residual,2000-06-02 16:00:00,2000-06-03 09:00:00
intensification 2,2000-06-03 10:00:00,2000-06-04 23:00:00
residual 2,2000-06-05 00:00:00,2000-06-05 18:00:00
