,start,end
incipient,2005-12-18 02:00:00,2005-12-18 16:00:00
intensification,2005-12-18 17:00:00,2005-12-20 04:00:00
mature,2005-12-20 05:00:00,2005-12-20 16:00:00
decay,2005-12-20 17:00:00,2005-12-22 04:00:00
