,start,end
incipient,2010-02-15 13:00:00,2010-02-15 16:00:00
decay,2010-02-15 17:00:00,2010-02-16 15:00:00
intensification,2010-02-16 16:00:00,2010-02-17 06:00:00
mature,2010-02-17 07:00:00,2010-02-17 12:00:00
decay 2,2010-02-17 13:00:00,2010-02-18 16:00:00
