,start,end
incipient,1997-03-08 05:00:00,1997-03-08 07:00:00
intensification,1997-03-08 08:00:00,1997-03-09 05:00:00
mature,1997-03-09 06:00:00,1997-03-09 11:00:00
decay,1997-03-09 12:00:00,1997-03-10 07:00:00
