,start,end
decay,2008-01-21 22:00:00,2008-01-22 05:00:00
intensification,2008-01-22 06:00:00,2008-01-22 15:00:00
mature,2008-01-22 16:00:00,2008-01-22 19:00:00
decay 2,2008-01-22 20:00:00,2008-01-23 13:00:00
