,start,end
incipient,1993-08-28 18:00:00,1993-08-29 02:00:00
intensification,1993-08-29 03:00:00,1993-08-30 11:00:00
mature,1993-08-30 12:00:00,1993-08-31 09:00:00
decay,1993-08-31 10:00:00,1993-09-05 01:00:00
residual,1993-09-05 02:00:00,1993-09-06 05:00:00
