,start,end
incipient,2019-10-06 10:00:00,2019-10-06 12:00:00
intensification,2019-10-06 13:00:00,2019-10-07 01:00:00
mature,2019-10-07 02:00:00,2019-10-07 05:00:00
decay,2019-10-07 06:00:00,2019-10-07 12:00:00
intensification 2,2019-10-07 13:00:00,2019-10-07 20:00:00
mature 2,2019-10-07 21:00:00,2019-10-07 23:00:00
decay 2,2019-10-08 00:00:00,2019-10-08 11:00:00
