,start,end
incipient,2004-02-05 09:00:00,2004-02-05 13:00:00
intensification,2004-02-05 14:00:00,2004-02-06 00:00:00
mature,2004-02-06 01:00:00,2004-02-06 04:00:00
decay,2004-02-06 05:00:00,2004-02-06 18:00:00
residual,2004-02-06 19:00:00,2004-02-06 21:00:00
