,start,end
incipient,2005-10-15 22:00:00,2005-10-16 04:00:00
decay,2005-10-16 05:00:00,2005-10-16 11:00:00
intensification,2005-10-16 12:00:00,2005-10-17 04:00:00
mature,2005-10-17 05:00:00,2005-10-17 11:00:00
decay 2,2005-10-17 12:00:00,2005-10-18 17:00:00
