,start,end
decay,2011-09-11 06:00:00,2011-09-12 00:00:00
intensification,2011-09-12 01:00:00,2011-09-13 11:00:00
mature,2011-09-13 12:00:00,2011-09-13 19:00:00
decay 2,2011-09-13 20:00:00,2011-09-14 10:00:00
