,start,end
incipient,2009-11-10 10:00:00,2009-11-10 20:00:00
intensification,2009-11-10 21:00:00,2009-11-11 23:00:00
mature,2009-11-12 00:00:00,2009-11-12 04:00:00
decay,2009-11-12 05:00:00,2009-11-12 22:00:00
residual,2009-11-12 23:00:00,2009-11-13 09:00:00
