,start,end
incipient,2019-06-21 22:00:00,2019-06-23 03:00:00
intensification,2019-06-23 04:00:00,2019-06-25 15:00:00
mature,2019-06-25 16:00:00,2019-06-26 08:00:00
decay,2019-06-26 09:00:00,2019-06-27 19:00:00
