,start,end
incipient,1994-08-16 11:00:00,1994-08-16 11:00:00
decay,1994-08-16 12:00:00,1994-08-16 18:00:00
intensification,1994-08-16 19:00:00,1994-08-17 01:00:00
mature,1994-08-17 02:00:00,1994-08-17 03:00:00
decay 2,1994-08-17 04:00:00,1994-08-17 10:00:00
