,start,end
incipient,2012-11-30 01:00:00,2012-11-30 05:00:00
intensification,2012-11-30 06:00:00,2012-12-01 17:00:00
mature,2012-12-01 18:00:00,2012-12-02 08:00:00
decay,2012-12-02 09:00:00,2012-12-05 06:00:00
residual,2012-12-05 07:00:00,2012-12-06 03:00:00
