,start,end
decay,1982-01-07 21:00:00,1982-01-08 04:00:00
intensification,1982-01-08 05:00:00,1982-01-09 22:00:00
mature,1982-01-09 23:00:00,1982-01-10 08:00:00
decay 2,1982-01-10 09:00:00,1982-01-11 09:00:00
