,start,end
intensification,2004-06-20 21:00:00,2004-06-21 04:00:00
mature,2004-06-21 05:00:00,2004-06-21 08:00:00
decay,2004-06-21 09:00:00,2004-06-22 03:00:00
residual,2004-06-22 04:00:00,2004-06-22 11:00:00
