,start,end
incipient,2001-03-22 23:00:00,2001-03-23 10:00:00
intensification,2001-03-23 11:00:00,2001-03-25 19:00:00
mature,2001-03-25 20:00:00,2001-03-26 08:00:00
decay,2001-03-26 09:00:00,2001-03-27 18:00:00
intensification 2,2001-03-27 19:00:00,2001-03-28 14:00:00
mature 2,2001-03-28 15:00:00,2001-03-29 01:00:00
decay 2,2001-03-29 02:00:00,2001-03-31 05:00:00
