,start,end
incipient,2016-05-21 15:00:00,2016-05-22 11:00:00
intensification,2016-05-22 12:00:00,2016-05-24 17:00:00
mature,2016-05-24 18:00:00,2016-05-25 07:00:00
decay,2016-05-25 08:00:00,2016-05-26 09:00:00
intensification 2,2016-05-26 10:00:00,2016-05-28 17:00:00
mature 2,2016-05-28 18:00:00,2016-05-29 09:00:00
decay 2,2016-05-29 10:00:00,2016-05-31 13:00:00
