,start,end
incipient,1994-09-22 16:00:00,1994-09-22 16:00:00
intensification,1994-09-22 17:00:00,1994-09-23 00:00:00
mature,1994-09-23 01:00:00,1994-09-23 04:00:00
decay,1994-09-23 05:00:00,1994-09-23 21:00:00
