,start,end
incipient,2018-01-16 19:00:00,2018-01-17 03:00:00
intensification,2018-01-17 04:00:00,2018-01-18 12:00:00
mature,2018-01-18 13:00:00,2018-01-19 04:00:00
decay,2018-01-19 05:00:00,2018-01-22 04:00:00
