,start,end
incipient,2008-03-25 01:00:00,2008-03-25 05:00:00
intensification,2008-03-25 06:00:00,2008-03-26 05:00:00
mature,2008-03-26 06:00:00,2008-03-26 13:00:00
decay,2008-03-26 14:00:00,2008-03-27 13:00:00
