,start,end
incipient,1994-10-02 01:00:00,1994-10-02 05:00:00
intensification,1994-10-02 06:00:00,1994-10-02 20:00:00
mature,1994-10-02 21:00:00,1994-10-03 03:00:00
decay,1994-10-03 04:00:00,1994-10-04 09:00:00
