,start,end
incipient,2000-02-04 10:00:00,2000-02-04 20:00:00
intensification,2000-02-04 21:00:00,2000-02-06 03:00:00
mature,2000-02-06 04:00:00,2000-02-06 15:00:00
decay,2000-02-06 16:00:00,2000-02-08 02:00:00
