,start,end
incipient,2015-02-13 09:00:00,2015-02-13 21:00:00
intensification,2015-02-13 22:00:00,2015-02-15 11:00:00
mature,2015-02-15 12:00:00,2015-02-16 06:00:00
decay,2015-02-16 07:00:00,2015-02-19 13:00:00
