,start,end
incipient,1989-11-20 18:00:00,1989-11-20 18:00:00
intensification,1989-11-20 19:00:00,1989-11-22 21:00:00
mature,1989-11-22 22:00:00,1989-11-23 11:00:00
decay,1989-11-23 12:00:00,1989-11-25 12:00:00
