,start,end
incipient,1994-08-24 01:00:00,1994-08-24 13:00:00
intensification,1994-08-24 14:00:00,1994-08-26 04:00:00
mature,1994-08-26 05:00:00,1994-08-26 21:00:00
decay,1994-08-26 22:00:00,1994-08-29 14:00:00
