,start,end
decay,2017-05-05 10:00:00,2017-05-05 22:00:00
intensification,2017-05-05 23:00:00,2017-05-07 10:00:00
mature,2017-05-07 11:00:00,2017-05-07 21:00:00
decay 2,2017-05-07 22:00:00,2017-05-09 13:00:00
