,start,end
decay,2001-11-09 11:00:00,2001-11-09 21:00:00
intensification,2001-11-09 22:00:00,2001-11-10 12:00:00
mature,2001-11-10 13:00:00,2001-11-10 18:00:00
decay 2,2001-11-10 19:00:00,2001-11-11 19:00:00
