,start,end
incipient,2017-02-16 03:00:00,2017-02-16 09:00:00
intensification,2017-02-16 10:00:00,2017-02-17 08:00:00
mature,2017-02-17 09:00:00,2017-02-17 17:00:00
decay,2017-02-17 18:00:00,2017-02-18 23:00:00
