,Ck,Ca,Ke,Ge
intensification,-7.670261953802257,1.106167975960923,875180.817303516,9.342782505736414
mature,-15.878095909371861,1.737711730605256,1424083.024995416,6.912557872856264
decay,-11.101721621606215,1.1858737318290542,786499.691307485,1.6316580415696151
