,Ck,Ca,Ke,Ge
intensification,-1.142599758449232,0.2070060855632223,171835.82556537725,2.068025707129354
mature,-1.142599758449232,0.2070060855632223,171835.82556537725,2.068025707129354
decay,-1.142599758449232,0.2070060855632223,171835.82556537725,2.068025707129354
