,Ck,Ca,Ke,Ge
intensification,-1.383010571936568,-1.8859715253808227,438133.2635103647,-2.020123468560452
mature,-1.5663353425266344,-0.8877790838498296,291950.7770183873,-0.3921513180373668
decay,-1.7496601131167009,0.11041335768116423,145768.29052640992,1.235820832485719
