,Ck,Ca,Ke,Ge
intensification,-17.02650802095256,2.535335636271504,615731.3156350568,3.969201407602461
mature,-10.887210372333751,1.902437543773685,481291.45457988407,2.218418668688074
decay,-4.747912723714946,1.269539451275867,346851.5935247117,0.46763592977368673
