,Ck,Ca,Ke,Ge
intensification,-3.3704126067081903,-1.5043489920982849,181282.2055183812,0.7315203489779272
mature,-1.7864178306462204,-0.9666994728908435,135965.85769149102,0.389040815034992
decay,-0.24755047218262938,-0.16439339600285585,101433.13624555868,0.3129913549703109
