,Ck,Ca,Ke,Ge
intensification,-28.063016724697725,4.109727947430515,1164164.1924604683,21.2324058750013
mature,4.494358717973563,0.7297766320296825,798496.1393986008,6.61380064632719
decay,-4.595132874772634,0.2325632839607068,242336.4233239884,-0.1622862137756993
