,Ck,Ca,Ke,Ge
intensification,-13.41727891489587,-1.9108723295566914,449531.28011140996,4.093147771123769
mature,-33.40457044899111,-4.250107849530537,1373550.612554226,7.034994571736058
decay,-2.063779325156732,-0.2976028616097832,335427.81507532217,-0.1291375629845608
