,Ck,Ca,Ke,Ge
intensification,-3.9397544453313844,1.9940999633503094,369048.41529873235,3.3631752505480965
mature,-10.096852035029729,2.3164506173171158,907523.0112656183,4.994757205842485
decay,-0.9115252767849746,1.0598385902287757,211669.61041064467,-0.04705918594353564
