,Ck,Ca,Ke,Ge
intensification,-8.944042433340192,-1.0528294192338288,536971.9625664377,6.878453525433269
mature,-16.34959340005052,-2.6091257674299366,1195972.6806596834,9.543705145492343
decay,-4.4762225757868075,-0.8907856631969735,642356.8493459522,0.24844576030149368
