,Ck,Ca,Ke,Ge
intensification,-7.03465992472859,1.061435987772954,270898.98558037315,1.5367143483764871
mature,-29.13277930419777,5.07089572602029,1233716.0377427563,6.802874477116893
decay,-13.346531978263,1.70604083815447,491467.05561450846,-0.2630887113455538
