,start,end
incipient,1982-10-11 07:00:00,1982-10-11 17:00:00
intensification,1982-10-11 06:00:00,1982-10-14 06:00:00
mature,1982-10-13 19:00:00,1982-10-15 01:00:00
decay,1982-10-14 14:00:00,1982-10-17 01:00:00
mature 2,1982-10-16 14:00:00,1982-10-18 20:00:00
decay 2,1982-10-18 09:00:00,1982-10-21 12:00:00
